advertiser_id,hotel_id,cpc,price,currency,availability_start_date,availability_end_date
34,124,138,408,EUR,20200805,20200828
81,124,287,191,EUR,20200910,20201024
30,124,11,440,EUR,20200728,20200924
34,125,549,912,EUR,20200703,20201127
84,125,243,398,EUR,20200827,20201120
19,125,932,165,EUR,20200714,20200913
28,125,533,1,EUR,20200903,20201113
4,125,570,103,EUR,20200725,20200812
24,125,829,138,EUR,20200725,20200919
96,125,732,36,EUR,20200908,20201023
53,125,783,643,EUR,20200820,20201116
62,126,789,764,EUR,20200713,20200929
9,126,394,47,EUR,20200922,20201026
58,127,296,203,EUR,20200825,20201024
98,127,586,444,EUR,20200804,20200910
41,127,860,509,EUR,20200922,20200929
71,127,194,918,EUR,20200702,20200922
58,128,974,857,EUR,20200805,20201121
84,129,249,756,EUR,20200826,20201113
32,129,491,387,EUR,20200915,20201127
78,129,335,760,EUR,20200816,20200920
12,129,104,242,EUR,20200914,20201003
15,129,64,159,EUR,20200805,20201009
35,129,245,755,EUR,20200723,20201128
85,129,708,524,EUR,20200822,20200901
57,129,315,572,EUR,20200707,20201019
43,130,512,629,EUR,20200712,20200914
92,130,483,553,EUR,20200723,20201120
25,130,519,577,EUR,20200815,20201114
50,130,48,380,EUR,20200808,20201116
91,130,174,30,EUR,20200924,20201003
0,130,239,567,EUR,20200924,20201013
93,131,286,750,EUR,20200929,20201017
8,131,297,468,EUR,20200710,20200824
34,131,44,471,EUR,20200807,20201122
50,131,223,785,EUR,20200811,20201104
6,132,241,733,EUR,20200919,20200928
11,132,69,333,EUR,20200729,20201014
83,133,607,898,EUR,20200802,20201106
62,133,921,12,EUR,20200918,20201116
1,133,830,752,EUR,20200823,20200907
17,133,434,341,EUR,20200906,20201114
37,134,959,483,EUR,20200704,20201106
10,135,872,960,EUR,20200902,20201017
20,135,853,524,EUR,20200713,20201026
40,135,893,748,EUR,20200811,20201121
76,135,783,452,EUR,20200826,20201128
23,135,536,19,EUR,20200918,20201008
27,135,587,989,EUR,20200720,20200922
0,135,118,120,EUR,20200821,20201111
86,135,894,423,EUR,20200904,20200920
6,135,153,301,EUR,20200708,20200927
3,135,236,399,EUR,20200709,20200921
51,136,756,315,EUR,20200705,20200807
94,136,111,194,EUR,20200803,20200808
73,136,510,23,EUR,20200828,20201015
84,136,95,666,EUR,20200706,20201014
65,136,867,532,EUR,20200804,20201115
33,136,902,332,EUR,20200722,20200820
82,137,841,647,EUR,20200803,20200804
2,138,97,633,EUR,20200913,20200914
40,139,501,421,EUR,20200810,20201114
86,140,748,724,EUR,20200812,20200823
37,140,291,185,EUR,20200828,20201120
85,140,664,467,EUR,20200801,20201103
63,140,482,808,EUR,20200821,20200823
40,140,520,616,EUR,20200730,20200814
60,140,933,317,EUR,20200904,20201005
9,140,633,866,EUR,20200914,20200930
12,140,206,452,EUR,20200719,20200913
42,140,638,665,EUR,20200811,20201125
75,141,990,442,EUR,20200815,20200817
91,141,967,992,EUR,20200803,20201023
34,141,260,849,EUR,20200804,20200822
38,141,332,261,EUR,20200709,20201110
96,141,41,376,EUR,20200929,20201128
89,141,628,566,EUR,20200907,20200912
60,141,424,960,EUR,20200820,20200821
78,142,128,461,EUR,20200711,20201014
16,142,292,908,EUR,20200812,20200927
28,143,978,370,EUR,20200917,20201002
97,143,195,339,EUR,20200910,20200925
22,143,995,694,EUR,20200919,20200926
80,144,481,910,EUR,20200725,20200830
75,144,889,854,EUR,20200813,20200917
27,144,394,47,EUR,20200714,20200924
60,144,553,494,EUR,20200710,20200926
44,144,569,916,EUR,20200821,20201006
19,145,832,241,EUR,20200913,20200917
69,145,638,487,EUR,20200713,20201112
43,145,37,127,EUR,20200904,20201012
25,145,229,960,EUR,20200823,20201018
7,145,638,711,EUR,20200810,20201123
73,145,423,504,EUR,20200817,20201030
31,145,839,170,EUR,20200926,20201108
41,146,22,997,EUR,20200721,20200814
17,146,719,136,EUR,20200912,20201111
62,146,99,885,EUR,20200916,20200929
52,146,154,879,EUR,20200810,20200914
47,147,979,500,EUR,20200907,20201012
21,147,708,271,EUR,20200809,20200916
0,147,765,47,EUR,20200715,20201015
11,147,340,928,EUR,20200912,20201120
90,147,27,547,EUR,20200916,20201018
60,147,211,128,EUR,20200708,20201110
82,147,704,466,EUR,20200720,20201025
72,148,484,155,EUR,20200705,20201008
42,148,450,70,EUR,20200723,20200912
35,148,616,710,EUR,20200706,20201017
69,148,872,442,EUR,20200801,20200807
40,148,665,712,EUR,20200719,20200923
15,148,559,477,EUR,20200701,20201102
17,148,757,971,EUR,20200902,20200903
47,148,328,846,EUR,20200816,20201101
25,149,257,44,EUR,20200718,20201113
70,149,768,256,EUR,20200705,20200904
54,149,404,205,EUR,20200709,20200827
16,149,626,311,EUR,20200805,20201009
73,150,632,774,EUR,20200730,20200803
94,150,67,306,EUR,20200727,20201007
4,150,714,49,EUR,20200926,20201130
1,150,550,286,EUR,20200705,20200923
64,150,289,936,EUR,20200722,20201112
88,151,27,591,EUR,20200810,20201022
75,151,895,189,EUR,20200830,20200930
94,151,491,685,EUR,20200710,20200829
51,151,925,507,EUR,20200821,20200915
54,151,277,286,EUR,20200818,20201117
55,151,508,375,EUR,20200703,20200817
97,151,392,789,EUR,20200901,20200930
2,151,3,510,EUR,20200708,20200915
31,152,531,857,EUR,20200827,20201125
28,152,442,54,EUR,20200726,20201029
96,152,70,468,EUR,20200706,20200910
47,152,61,147,EUR,20200803,20201011
89,152,806,796,EUR,20200824,20201016
75,153,714,905,EUR,20200803,20201123
54,154,820,869,EUR,20200927,20201017
44,154,261,238,EUR,20200717,20200927
15,154,492,971,EUR,20200706,20201022
36,154,29,66,EUR,20200929,20201120
87,155,218,935,EUR,20200823,20201029
11,155,452,929,EUR,20200916,20200917
43,155,612,36,EUR,20200826,20201004
75,155,363,654,EUR,20200830,20201108
35,155,344,306,EUR,20200713,20200902
2,155,176,16,EUR,20200811,20201012
10,155,73,50,EUR,20200714,20200807
39,155,474,790,EUR,20200801,20201103
90,156,469,813,EUR,20200830,20201115
79,156,197,526,EUR,20200727,20200830
6,156,10,726,EUR,20200825,20201129
0,156,449,1,EUR,20200717,20200905
70,156,952,217,EUR,20200717,20201107
88,156,488,635,EUR,20200709,20201013
42,156,100,123,EUR,20200725,20200922
67,156,744,855,EUR,20200812,20201004
77,156,3,11,EUR,20200906,20201006
23,156,41,548,EUR,20200727,20200808
40,157,0,508,EUR,20200823,20200914
47,157,319,808,EUR,20200706,20200829
1,157,289,717,EUR,20200913,20201007
33,157,755,426,EUR,20200712,20201121
4,157,356,61,EUR,20200801,20200914
49,157,951,581,EUR,20200908,20201108
76,157,633,914,EUR,20200705,20200813
50,157,573,243,EUR,20200715,20200925
70,157,208,557,EUR,20200727,20200923
74,157,266,640,EUR,20200825,20201105
47,158,581,21,EUR,20200929,20201002
8,158,111,62,EUR,20200725,20200810
98,158,179,275,EUR,20200817,20201125
98,159,774,271,EUR,20200916,20201011
81,159,775,181,EUR,20200714,20200903
39,159,593,867,EUR,20200820,20201012
77,159,278,356,EUR,20200801,20201004
14,160,419,450,EUR,20200823,20201017
41,160,945,491,EUR,20200808,20200812
23,160,568,325,EUR,20200829,20201124
65,160,414,324,EUR,20200819,20201023
26,160,456,33,EUR,20200703,20200814
3,161,900,139,EUR,20200928,20201111
40,161,572,647,EUR,20200708,20200912
61,161,647,310,EUR,20200718,20201112
25,162,942,670,EUR,20200922,20201117
79,162,379,965,EUR,20200822,20200930
8,162,292,325,EUR,20200702,20200924
6,162,178,476,EUR,20200708,20200826
68,162,989,433,EUR,20200903,20200928
7,162,444,289,EUR,20200805,20201107
38,162,828,902,EUR,20200812,20200914
62,162,188,992,EUR,20200925,20201002
42,162,583,980,EUR,20200912,20201017
45,163,120,973,EUR,20200729,20201014
16,163,318,694,EUR,20200824,20201023
1,163,718,974,EUR,20200808,20201108
67,163,810,747,EUR,20200908,20201013
66,163,564,454,EUR,20200821,20200913
99,163,716,823,EUR,20200707,20200824
48,163,878,563,EUR,20200715,20200930
74,163,99,891,EUR,20200924,20201119
60,163,385,233,EUR,20200813,20200820
84,164,813,162,EUR,20200903,20201019
70,164,278,45,EUR,20200801,20200808
63,164,914,679,EUR,20200913,20201107
24,164,978,8,EUR,20200717,20201017
39,164,72,662,EUR,20200726,20200913
33,164,886,501,EUR,20200726,20201016
15,164,894,467,EUR,20200827,20201123
85,164,290,437,EUR,20200701,20201125
35,165,714,351,EUR,20200929,20201014
72,165,319,777,EUR,20200829,20201012
47,165,708,550,EUR,20200704,20200924
66,165,273,918,EUR,20200713,20200801
81,165,409,903,EUR,20200827,20201027
86,166,497,909,EUR,20200703,20200814
73,166,99,692,EUR,20200802,20200903
46,166,476,960,EUR,20200729,20201122
21,166,944,112,EUR,20200726,20201027
25,166,764,823,EUR,20200923,20201007
6,166,942,623,EUR,20200709,20200807
43,166,43,226,EUR,20200706,20200906
13,167,868,877,EUR,20200729,20201105
91,167,519,87,EUR,20200802,20200820
98,167,561,65,EUR,20200711,20200919
34,167,415,707,EUR,20200812,20201105
46,168,872,120,EUR,20200829,20201125
45,168,391,283,EUR,20200727,20201109
79,168,181,836,EUR,20200715,20200827
8,168,178,257,EUR,20200820,20201029
62,168,419,796,EUR,20200715,20200903
15,168,182,281,EUR,20200819,20201021
63,168,915,883,EUR,20200923,20201111
56,168,166,474,EUR,20200717,20201108
24,168,444,770,EUR,20200713,20200911
17,169,669,706,EUR,20200909,20201018
40,169,323,264,EUR,20200718,20200930
70,169,626,762,EUR,20200901,20201010
38,169,908,446,EUR,20200925,20201122
44,169,295,21,EUR,20200706,20200904
72,169,123,889,EUR,20200705,20201024
29,169,18,815,EUR,20200717,20201110
58,169,525,815,EUR,20200819,20201120
74,169,635,678,EUR,20200806,20201017
45,169,599,716,EUR,20200924,20201120
77,170,461,216,EUR,20200802,20200913
83,170,253,276,EUR,20200730,20201112
95,170,349,800,EUR,20200701,20201111
47,170,626,160,EUR,20200709,20201119
79,170,967,661,EUR,20200822,20200910
50,170,708,123,EUR,20200719,20201111
98,170,767,888,EUR,20200720,20201001
25,170,239,998,EUR,20200925,20200930
3,170,221,488,EUR,20200826,20201013
48,171,741,842,EUR,20200819,20200911
96,171,745,915,EUR,20200915,20200930
63,171,954,793,EUR,20200718,20201030
29,171,72,7,EUR,20200723,20201015
57,172,923,883,EUR,20200804,20201120
56,172,971,212,EUR,20200727,20200927
98,172,26,17,EUR,20200707,20201016
55,172,614,985,EUR,20200915,20201027
63,172,108,445,EUR,20200713,20201019
18,172,709,414,EUR,20200818,20201008
10,173,401,652,EUR,20200804,20201006
29,173,473,842,EUR,20200927,20201023
25,173,210,338,EUR,20200906,20201103
73,173,121,117,EUR,20200708,20200914
99,173,532,980,EUR,20200727,20200829
33,173,52,732,EUR,20200727,20201129
55,174,526,236,EUR,20200805,20200826
50,174,486,508,EUR,20200824,20201129
47,174,987,218,EUR,20200811,20200925
20,174,211,538,EUR,20200719,20201125
61,174,139,270,EUR,20200810,20201117
21,174,495,388,EUR,20200719,20201118
96,174,529,211,EUR,20200808,20201028
18,174,763,393,EUR,20200912,20201121
51,174,65,140,EUR,20200702,20201118
37,175,807,753,EUR,20200815,20200911
73,176,880,370,EUR,20200709,20200912
74,176,175,501,EUR,20200826,20201126
23,176,378,779,EUR,20200921,20201016
65,177,726,425,EUR,20200823,20201108
92,177,811,76,EUR,20200920,20201015
31,177,770,482,EUR,20200716,20200828
84,177,574,288,EUR,20200701,20200806
26,177,161,804,EUR,20200803,20200920
90,177,157,16,EUR,20200709,20200901
68,178,598,114,EUR,20200713,20200919
95,178,48,36,EUR,20200728,20200925
14,178,674,155,EUR,20200920,20201022
12,178,118,779,EUR,20200904,20201012
80,178,54,409,EUR,20200720,20200819
96,178,180,208,EUR,20200926,20201106
43,179,614,898,EUR,20200901,20201008
30,179,634,184,EUR,20200717,20200829
31,179,231,322,EUR,20200807,20201017
0,179,551,988,EUR,20200729,20200930
54,179,537,308,EUR,20200823,20200915
47,179,668,908,EUR,20200705,20200915
11,179,253,859,EUR,20200918,20201122
33,179,964,479,EUR,20200825,20200926
25,180,580,620,EUR,20200711,20201030
2,181,180,617,EUR,20200915,20201006
26,181,311,828,EUR,20200811,20201118
5,181,779,270,EUR,20200927,20201128
29,181,469,331,EUR,20200711,20200916
59,181,653,741,EUR,20200730,20201001
93,182,961,422,EUR,20200929,20201126
4,182,700,329,EUR,20200801,20201012
68,182,758,563,EUR,20200922,20201110
82,182,949,784,EUR,20200827,20201024
79,183,753,798,EUR,20200806,20200901
91,183,526,202,EUR,20200907,20201114
96,184,543,840,EUR,20200930,20201121
13,184,348,909,EUR,20200724,20201119
93,184,299,699,EUR,20200903,20200918
53,184,233,978,EUR,20200711,20200821
21,184,332,966,EUR,20200807,20201008
2,185,181,775,EUR,20200814,20200905
22,185,884,49,EUR,20200905,20201128
76,185,326,161,EUR,20200926,20201110
72,185,338,983,EUR,20200724,20200824
95,185,335,71,EUR,20200919,20201120
58,185,207,56,EUR,20200707,20201119
20,185,973,484,EUR,20200827,20201122
80,185,845,338,EUR,20200916,20201123
36,186,744,188,EUR,20200820,20201024
4,186,647,26,EUR,20200814,20201115
31,186,380,656,EUR,20200708,20200920
87,186,360,753,EUR,20200905,20201115
8,186,636,145,EUR,20200727,20201007
94,186,925,641,EUR,20200718,20201029
43,186,788,49,EUR,20200906,20201017
26,186,291,338,EUR,20200904,20201010
37,187,235,728,EUR,20200704,20201026
86,187,140,853,EUR,20200712,20201012
93,188,60,983,EUR,20200924,20201125
18,188,199,123,EUR,20200924,20201102
25,188,780,253,EUR,20200903,20201011
94,188,678,507,EUR,20200911,20201105
76,188,786,532,EUR,20200926,20201005
23,189,221,548,EUR,20200913,20201129
39,189,248,486,EUR,20200808,20201124
17,189,206,145,EUR,20200808,20200830
17,190,207,172,EUR,20200829,20200923
29,190,5,536,EUR,20200924,20201126
96,190,977,687,EUR,20200906,20201113
53,190,105,289,EUR,20200730,20201125
10,190,782,368,EUR,20200708,20200922
50,190,223,205,EUR,20200724,20201103
6,191,614,914,EUR,20200827,20201013
38,191,452,215,EUR,20200729,20201020
52,191,352,575,EUR,20200826,20200911
93,191,227,321,EUR,20200917,20201014
84,191,667,418,EUR,20200814,20201004
71,191,987,620,EUR,20200903,20200913
3,191,874,13,EUR,20200704,20200801
98,191,827,701,EUR,20200819,20201028
49,191,50,6,EUR,20200728,20201105
93,192,993,361,EUR,20200713,20200808
91,193,689,829,EUR,20200811,20200915
57,193,103,562,EUR,20200921,20201019
92,194,992,29,EUR,20200805,20200902
36,194,704,299,EUR,20200708,20200802
78,194,388,690,EUR,20200903,20201027
15,194,738,133,EUR,20200813,20201013
88,194,749,195,EUR,20200818,20201003
58,194,650,469,EUR,20200725,20201130
43,194,972,198,EUR,20200906,20201009
4,194,78,331,EUR,20200709,20200904
25,195,784,305,EUR,20200915,20200919
97,195,14,392,EUR,20200801,20201109
96,195,207,464,EUR,20200804,20200827
3,195,511,272,EUR,20200805,20201130
28,196,556,108,EUR,20200704,20200930
49,196,482,277,EUR,20200718,20201113
77,196,402,93,EUR,20200929,20201009
71,196,147,673,EUR,20200705,20200926
48,196,499,582,EUR,20200709,20201120
69,196,210,78,EUR,20200709,20200930
46,196,648,525,EUR,20200801,20200904
22,196,578,226,EUR,20200907,20200921
94,196,741,903,EUR,20200821,20201007
66,196,410,756,EUR,20200815,20201005
14,197,837,18,EUR,20200908,20201010
68,197,486,539,EUR,20200826,20201105
77,197,231,584,EUR,20200708,20200822
67,198,73,831,EUR,20200714,20201025
49,198,956,646,EUR,20200907,20201008
62,199,804,627,EUR,20200828,20201121
64,199,531,21,EUR,20200909,20200927
83,199,952,268,EUR,20200709,20200907
72,199,433,711,EUR,20200806,20200828
58,199,596,510,EUR,20200922,20201006
10,199,472,248,EUR,20200816,20201024
6,199,624,134,EUR,20200720,20201127
0,199,624,191,EUR,20200709,20200812
27,199,447,344,EUR,20200801,20201019
18,200,659,915,EUR,20200801,20200903
20,200,311,587,EUR,20200729,20200924
95,200,112,101,EUR,20200707,20200822
56,200,0,701,EUR,20200802,20201013
23,200,324,997,EUR,20200804,20201025
11,201,634,581,EUR,20200821,20201029
84,202,444,384,EUR,20200722,20201024
77,202,583,469,EUR,20200904,20201109
3,202,784,837,EUR,20200712,20201110
1,202,465,311,EUR,20200701,20200820
73,202,183,747,EUR,20200725,20201114
51,203,579,793,EUR,20200702,20200817
19,203,12,584,EUR,20200910,20201002
25,203,37,54,EUR,20200820,20200901
80,203,187,700,EUR,20200807,20200910
8,204,601,886,EUR,20200726,20200819
48,205,276,801,EUR,20200704,20201105
92,205,701,216,EUR,20200807,20200819
45,206,927,155,EUR,20200726,20201015
43,206,547,735,EUR,20200904,20201126
52,206,420,841,EUR,20200918,20201024
84,206,29,990,EUR,20200801,20201019
64,206,970,895,EUR,20200702,20201022
5,206,6,1000,EUR,20200713,20200914
82,206,230,370,EUR,20200706,20201004
49,207,441,839,EUR,20200824,20201030
31,207,535,384,EUR,20200711,20200809
60,207,130,419,EUR,20200821,20201102
69,207,733,276,EUR,20200928,20201029
21,207,116,692,EUR,20200805,20201126
94,207,698,60,EUR,20200707,20200915
77,207,760,742,EUR,20200803,20200829
5,207,526,150,EUR,20200912,20201015
6,208,317,990,EUR,20200827,20201115
97,209,956,188,EUR,20200903,20201025
82,209,485,579,EUR,20200816,20201129
64,209,692,71,EUR,20200803,20200807
59,209,200,605,EUR,20200830,20201115
83,210,887,483,EUR,20200716,20200916
11,210,446,549,EUR,20200906,20201009
74,210,716,778,EUR,20200701,20201006
24,210,838,316,EUR,20200821,20201111
46,210,54,964,EUR,20200820,20201019
64,210,939,934,EUR,20200712,20201116
91,210,757,605,EUR,20200828,20201111
4,210,440,283,EUR,20200926,20201024
51,211,375,0,EUR,20200723,20201016
80,211,467,34,EUR,20200729,20201110
82,211,198,108,EUR,20200705,20201108
57,211,738,118,EUR,20200902,20201128
91,211,140,889,EUR,20200710,20200930
66,212,532,560,EUR,20200720,20200906
18,212,515,960,EUR,20200809,20201005
28,212,405,539,EUR,20200916,20201026
31,212,828,775,EUR,20200905,20200920
46,212,916,592,EUR,20200721,20201105
87,212,580,943,EUR,20200704,20200909
92,212,334,276,EUR,20200709,20200812
57,212,252,732,EUR,20200715,20200926
4,212,117,925,EUR,20200822,20201030
37,213,126,619,EUR,20200812,20200922
88,213,815,862,EUR,20200805,20201001
89,213,643,918,EUR,20200827,20201101
3,213,379,641,EUR,20200716,20200917
87,213,310,178,EUR,20200701,20200826
79,213,6,580,EUR,20200821,20200828
16,214,769,798,EUR,20200805,20200912
86,214,888,456,EUR,20200926,20201126
91,214,373,505,EUR,20200819,20200912
92,214,381,320,EUR,20200821,20201104
41,214,433,948,EUR,20200808,20201104
42,214,347,471,EUR,20200828,20200910
2,214,162,337,EUR,20200714,20201101
43,214,796,209,EUR,20200916,20201120
61,214,327,77,EUR,20200717,20200908
55,215,796,740,EUR,20200714,20201013
39,215,160,999,EUR,20200824,20200903
65,215,491,470,EUR,20200826,20201026
63,215,605,371,EUR,20200706,20201123
28,215,209,826,EUR,20200921,20201105
98,215,14,546,EUR,20200708,20200910
32,216,901,550,EUR,20200804,20201108
49,217,789,988,EUR,20200712,20200912
29,217,500,20,EUR,20200818,20200924
64,217,943,957,EUR,20200923,20201107
45,217,644,106,EUR,20200826,20201130
11,217,691,935,EUR,20200923,20201014
88,217,541,75,EUR,20200706,20201022
83,217,410,886,EUR,20200812,20200925
7,217,77,141,EUR,20200702,20201102
77,217,465,536,EUR,20200719,20200922
93,217,171,95,EUR,20200905,20201026
83,218,859,643,EUR,20200801,20200930
16,218,16,265,EUR,20200810,20200830
10,218,266,291,EUR,20200926,20200927
24,218,810,783,EUR,20200801,20200908
0,218,502,126,EUR,20200714,20200806
14,218,552,629,EUR,20200712,20200928
56,218,545,502,EUR,20200704,20200821
88,218,765,379,EUR,20200916,20201022
65,218,699,656,EUR,20200705,20201011
73,219,564,158,EUR,20200917,20201015
27,219,891,861,EUR,20200807,20201108
92,219,360,954,EUR,20200719,20200811
14,219,100,952,EUR,20200707,20200802
15,219,699,455,EUR,20200924,20201106
21,219,665,215,EUR,20200703,20200810
1,220,657,888,EUR,20200706,20200808
66,220,808,904,EUR,20200719,20200909
58,220,189,562,EUR,20200822,20201011
60,220,754,248,EUR,20200804,20201107
24,220,524,338,EUR,20200712,20201024
3,220,325,14,EUR,20200715,20201129
18,220,348,184,EUR,20200721,20200811
45,220,9,967,EUR,20200706,20200821
94,221,285,365,EUR,20200805,20201119
32,221,3,854,EUR,20200712,20200928
1,221,107,1,EUR,20200907,20201022
76,221,523,353,EUR,20200922,20201003
93,222,582,579,EUR,20200706,20200820
85,222,685,479,EUR,20200707,20200925
9,222,357,462,EUR,20200917,20201129
70,222,460,321,EUR,20200907,20200912
17,222,704,865,EUR,20200902,20201018
56,222,58,433,EUR,20200717,20200803
8,222,798,862,EUR,20200711,20201104
49,222,106,120,EUR,20200824,20200922
34,222,953,400,EUR,20200807,20201127
75,222,473,450,EUR,20200818,20201123
76,223,740,124,EUR,20200802,20200826
6,223,432,741,EUR,20200721,20200803
97,223,764,392,EUR,20200729,20201009
36,223,797,145,EUR,20200726,20201106
22,223,562,599,EUR,20200726,20200914
83,224,278,883,EUR,20200829,20201122
87,224,125,687,EUR,20200813,20200912
20,224,542,549,EUR,20200812,20201129
44,224,702,15,EUR,20200921,20201124
53,224,822,247,EUR,20200803,20200903
5,224,461,493,EUR,20200921,20201029
18,225,360,518,EUR,20200730,20201106
99,225,827,76,EUR,20200915,20200918
1,225,298,564,EUR,20200929,20201015
76,225,34,735,EUR,20200722,20201114
73,226,966,80,EUR,20200907,20201024
37,226,941,771,EUR,20200803,20201030
41,226,688,375,EUR,20200810,20201114
60,226,752,896,EUR,20200721,20201106
99,226,129,467,EUR,20200730,20200921
3,226,193,88,EUR,20200722,20201116
30,226,30,384,EUR,20200815,20201115
94,226,422,584,EUR,20200905,20200928
92,227,784,640,EUR,20200808,20201112
4,227,143,983,EUR,20200813,20201015
85,227,836,205,EUR,20200724,20200909
34,227,210,931,EUR,20200905,20201021
98,227,790,479,EUR,20200821,20201104
32,227,751,447,EUR,20200713,20200919
95,227,496,648,EUR,20200925,20201104
13,227,334,321,EUR,20200817,20201017
17,228,942,968,EUR,20200701,20200825
72,228,718,820,EUR,20200820,20201023
6,228,426,858,EUR,20200724,20201016
40,228,615,131,EUR,20200820,20200824
58,228,477,49,EUR,20200713,20201013
77,228,884,979,EUR,20200729,20200912
41,228,728,860,EUR,20200906,20201120
10,228,632,686,EUR,20200705,20200803
68,228,753,66,EUR,20200727,20200815
24,228,741,44,EUR,20200812,20201119
14,229,266,857,EUR,20200908,20201115
23,229,149,438,EUR,20200709,20200820
20,229,43,858,EUR,20200716,20201008
99,229,277,733,EUR,20200808,20201028
2,229,274,639,EUR,20200823,20200917
88,229,808,338,EUR,20200727,20200916
30,229,322,959,EUR,20200930,20201021
67,230,299,499,EUR,20200906,20200920
30,231,583,659,EUR,20200827,20201017
49,231,739,163,EUR,20200920,20201005
20,231,983,362,EUR,20200926,20201014
44,231,952,737,EUR,20200720,20201127
14,231,742,948,EUR,20200904,20201014
54,231,563,816,EUR,20200818,20201026
5,231,9,140,EUR,20200715,20200808
2,231,774,933,EUR,20200829,20201101
45,231,961,298,EUR,20200707,20200829
64,232,158,1,EUR,20200802,20200913
73,232,954,689,EUR,20200928,20201111
20,232,486,465,EUR,20200704,20201023
9,233,336,270,EUR,20200824,20201013
10,233,360,47,EUR,20200826,20201108
22,233,755,992,EUR,20200818,20201013
30,233,954,570,EUR,20200802,20200915
21,233,357,208,EUR,20200717,20201105
96,233,580,111,EUR,20200929,20201128
19,233,261,376,EUR,20200801,20201113
77,233,579,156,EUR,20200804,20200827
61,234,544,402,EUR,20200727,20200912
63,234,354,221,EUR,20200912,20201101
15,234,332,73,EUR,20200717,20200822
85,234,881,498,EUR,20200718,20200910
31,234,196,160,EUR,20200709,20201029
86,235,907,881,EUR,20200804,20200902
66,235,15,254,EUR,20200811,20201011
13,235,388,708,EUR,20200923,20201027
73,235,857,319,EUR,20200701,20200916
80,235,589,558,EUR,20200725,20201001
45,236,609,972,EUR,20200701,20200903
16,237,76,6,EUR,20200813,20201025
80,237,715,795,EUR,20200827,20201015
11,237,384,583,EUR,20200728,20201013
71,237,618,969,EUR,20200717,20200921
1,237,851,474,EUR,20200819,20201124
44,237,337,463,EUR,20200801,20201110
31,237,491,850,EUR,20200918,20201027
3,237,6,561,EUR,20200901,20200907
43,237,243,608,EUR,20200812,20200827
77,237,643,836,EUR,20200730,20200824
95,238,590,642,EUR,20200911,20200929
24,238,454,370,EUR,20200917,20201111
18,238,354,804,EUR,20200903,20200922
58,238,473,491,EUR,20200819,20201123
87,238,900,45,EUR,20200718,20201007
45,238,465,856,EUR,20200717,20201110
52,238,942,271,EUR,20200703,20201116
71,238,208,579,EUR,20200822,20200824
68,238,920,204,EUR,20200814,20201020
92,239,919,643,EUR,20200920,20201020
67,239,757,949,EUR,20200712,20200818
41,239,992,25,EUR,20200908,20201009
27,239,285,715,EUR,20200928,20201119
74,239,770,915,EUR,20200722,20200905
42,239,798,765,EUR,20200718,20200804
32,239,29,205,EUR,20200809,20201123
73,239,613,517,EUR,20200827,20200905
86,240,196,607,EUR,20200723,20201020
71,240,829,644,EUR,20200813,20201111
70,241,678,814,EUR,20200713,20200814
59,241,374,829,EUR,20200724,20200928
35,241,282,199,EUR,20200908,20200913
62,241,519,1,EUR,20200726,20201029
1,241,402,273,EUR,20200713,20201024
46,241,385,517,EUR,20200828,20200902
32,241,232,281,EUR,20200828,20201106
47,241,32,670,EUR,20200715,20200906
83,242,245,589,EUR,20200706,20200922
82,242,55,383,EUR,20200805,20200825
29,242,649,531,EUR,20200808,20201102
38,242,882,512,EUR,20200816,20200822
10,242,192,131,EUR,20200726,20201104
36,242,40,802,EUR,20200828,20201030
85,243,488,625,EUR,20200704,20200812
62,243,25,359,EUR,20200818,20201016
55,243,254,697,EUR,20200704,20201120
13,243,175,658,EUR,20200821,20200918
60,243,222,994,EUR,20200730,20201022
16,243,526,902,EUR,20200713,20201115
28,243,635,19,EUR,20200809,20201015
86,244,939,760,EUR,20200713,20200806
36,244,923,807,EUR,20200826,20201017
68,244,125,457,EUR,20200719,20201026
1,244,248,417,EUR,20200828,20201109
86,245,168,861,EUR,20200811,20201017
55,245,944,19,EUR,20200902,20201028
68,245,296,680,EUR,20200804,20201010
48,245,983,871,EUR,20200824,20200919
15,246,197,694,EUR,20200707,20200902
1,246,922,733,EUR,20200921,20201013
43,246,691,439,EUR,20200722,20200825
7,246,406,393,EUR,20200820,20201006
36,247,359,564,EUR,20200927,20201114
48,248,536,733,EUR,20200923,20201113
19,248,420,300,EUR,20200809,20201112
81,248,932,600,EUR,20200821,20200828
26,248,130,609,EUR,20200810,20201018
62,248,173,435,EUR,20200724,20201007
80,248,180,189,EUR,20200809,20200912
54,248,925,0,EUR,20200707,20200830
36,248,685,365,EUR,20200901,20201102
63,249,629,92,EUR,20200729,20200802
72,249,215,620,EUR,20200815,20200919
11,249,615,842,EUR,20200904,20200920
21,249,980,507,EUR,20200715,20201023
45,250,417,994,EUR,20200917,20201101
21,251,751,624,EUR,20200806,20200814
75,251,767,8,EUR,20200806,20200808
61,251,475,357,EUR,20200725,20201110
84,251,237,701,EUR,20200802,20201116
8,251,291,568,EUR,20200705,20201017
63,251,927,497,EUR,20200701,20201105
27,251,92,39,EUR,20200910,20201016
57,251,149,738,EUR,20200727,20200801
66,252,896,426,EUR,20200713,20201002
31,252,91,974,EUR,20200912,20201104
84,252,760,21,EUR,20200809,20201016
97,252,23,418,EUR,20200820,20201020
9,253,69,274,EUR,20200730,20200810
